days,optimals,snp,dqnBiggerNet_percent,dqnBiggerNet_weight,dqnBiggerNet_stock,dqnFastBigNet_percent,dqnFastBigNet_weight,dqnFastBigNet_stock,dqnVeryLarge_percent,dqnVeryLarge_weight,dqnVeryLarge_stock
3/6/2013 0:00,0.041217476,0.041217476,0.031872479,9,FSLR,0.010437324,7,MCD,0.028376825,9,TSLA
3/7/2013 0:00,0.049701787,0.049701787,0.049382668,10,AMD,0.010113771,5,AXON,0.004121255,10,LEN
3/8/2013 0:00,0.100840235,0.100840235,0.100840235,10,ENPH,0.100840235,10,ENPH,0.014334088,10,MCO
3/11/2013 0:00,0.035369767,0.035369767,0.000323737,6,WST,-0.007633581,10,ENPH,0.001443888,6,COR
3/12/2013 0:00,0.130769294,0.130769294,0.130769294,10,ENPH,0.130769294,10,ENPH,0.016769102,1,IRM
3/13/2013 0:00,0.061911613,0.061911613,0.030874838,8,BLDR,0.030683396,6,SWKS,-0.037487324,2,AMCR
3/14/2013 0:00,0.07636365,0.07636365,0.07636365,10,ENPH,0.003191563,5,PANW,0.019764479,10,PODD
3/15/2013 0:00,0.071886432,0.071886432,-0.000788619,8,WTW,-0.005125569,5,PANW,0.003625019,10,MCD
3/18/2013 0:00,0.088245143,0.088245143,0.004344611,6,HD,-0.003197698,5,PANW,-0.018318043,2,OMC
3/19/2013 0:00,0.054442643,0.054442643,0.035714337,10,ENPH,0.035714337,10,ENPH,0.008493634,2,NEM
3/20/2013 0:00,0.059267227,0.059267227,0.037930997,10,ENPH,0.037930997,10,ENPH,0.037930997,6,ENPH
3/21/2013 0:00,0.037854882,0.037854882,0.020761281,10,EA,0,7,KVUE,-0.014802657,3,BLDR
3/22/2013 0:00,0.110634337,0.110634337,0.022755162,10,DXCM,-0.004477176,9,ITW,0,5,KEYS
3/25/2013 0:00,0.083892617,0.083892617,0.083892617,10,ENPH,0,7,KVUE,0.083892617,6,ENPH
3/26/2013 0:00,0.054317152,0.054317152,0.009287917,10,ENPH,0.016891876,10,BLDR,0.006774318,6,WM
3/27/2013 0:00,0.047054445,0.047054445,0.012470254,10,DXCM,0.047054445,5,PANW,0.019169473,7,AMZN
3/28/2013 0:00,0.054412102,0.054412102,0.017619308,10,FTNT,0.002307876,4,BG,0,9,MRNA
4/1/2013 0:00,0.159408964,0.159408964,0.023923537,10,DXCM,-0.002617044,2,MO,0.159408964,9,TSLA
4/2/2013 0:00,0.060795539,0.060795539,0.007593409,10,DXCM,-0.010849125,6,SWKS,0.019837706,5,AZO
4/3/2013 0:00,0.032651452,0.032651452,-0.028578576,7,HAL,0,7,KVUE,0,1,GEHC
4/4/2013 0:00,0.160739012,0.160739012,0.160739012,10,BBY,0.016802065,1,COF,0,7,CTLT
4/5/2013 0:00,0.051361382,0.051361382,-0.022819941,1,MGM,-0.011346795,8,KO,0.021905784,3,ODFL
4/8/2013 0:00,0.131004348,0.131004348,0.131004348,10,AMD,0.027422322,10,BLDR,0.011473825,10,DPZ
4/9/2013 0:00,0.455251374,0.455251374,0.064013819,10,ENPH,-0.006591308,6,SWKS,-0.009169356,8,CRM
4/10/2013 0:00,0.057316637,0.057316637,0.042585584,9,VRTX,0.015957474,10,BLDR,0.019553077,7,INCY
4/11/2013 0:00,0.059096903,0.059096903,0.005198721,10,AXP,0,7,KVUE,0.008376982,9,EBAY
4/12/2013 0:00,0.059456163,0.059456163,0.004679881,7,PCG,0.006906311,1,FRT,0.002946933,5,NI
4/15/2013 0:00,0.019053169,0.019053169,-0.017735988,10,LLY,-0.108843594,10,ENPH,0,1,GEHC
4/16/2013 0:00,0.133587847,0.133587847,0.133587847,10,ENPH,0.133587847,10,ENPH,0.064386321,9,DAL
4/17/2013 0:00,0.028333669,0.028333669,0.004692299,6,HD,-0.012726938,1,KLAC,0,9,MRNA
4/18/2013 0:00,0.062311181,0.062311181,-0.004115208,10,EA,0,7,KVUE,-0.036053142,10,BLDR
4/19/2013 0:00,0.619065637,0.619065637,0.011734822,6,WST,0.014625302,10,ENPH,0.035433131,10,BLDR
4/22/2013 0:00,0.080579151,0.080579151,-0.004858896,6,WST,0.046846801,10,ENPH,0.016243177,10,LEN
4/23/2013 0:00,0.244422785,0.244422785,0.244422785,10,NFLX,0.0275387,10,ENPH,0.016338015,9,TSLA
4/24/2013 0:00,0.118244929,0.118244929,0.04417953,10,FCX,0.038525968,10,ENPH,-0.039087991,3,LLY
4/25/2013 0:00,0.177057339,0.177057339,0.080645164,10,ENPH,0.002777327,5,PANW,0.177057339,7,AKAM
4/26/2013 0:00,0.086832413,0.086832413,0.082089583,10,ENPH,0.059440588,10,BLDR,0.082089583,9,ENPH
4/29/2013 0:00,0.082910011,0.082910011,-0.000529954,8,FLT,0.011267595,10,MSI,0,1,PAYC
4/30/2013 0:00,0.073966899,0.073966899,0.073966899,10,BBY,0.021464872,1,KLAC,0.03459881,9,MAR
5/1/2013 0:00,0.141844009,0.141844009,-0.026007802,8,FLT,-0.019296262,5,AXON,-0.302364855,1,TMUS
5/2/2013 0:00,0.098964402,0.098964402,0.026311928,7,EL,0.07913672,10,ENPH,0.069669385,10,PRU
5/3/2013 0:00,0.070506369,0.070506369,0.032963639,8,MRO,0.049441777,10,BLDR,0.021435035,1,AKAM
5/6/2013 0:00,0.090742409,0.090742409,0.090742409,9,TSLA,0,7,KVUE,0.090742409,9,TSLA
5/7/2013 0:00,0.148773572,0.148773572,-0.002524614,6,HD,0,7,KVUE,-0.002773157,9,EBAY
5/8/2013 0:00,0.171102642,0.171102642,0.026558252,10,DXCM,0.009302391,9,BAC,-0.005785229,7,ZBRA
5/9/2013 0:00,0.243950758,0.243950758,-0.01540329,10,CE,-0.000684596,9,DVN,0.037390304,7,NFLX
5/10/2013 0:00,0.106051702,0.106051702,0.106051702,9,TSLA,0,10,CZR,0.004423519,9,ADM
5/13/2013 0:00,0.143824932,0.143824932,0.053700156,10,NFLX,0.12499997,10,ENPH,0.022632276,10,PFE
5/14/2013 0:00,0.084175086,0.084175086,0.084175086,10,ENPH,0.004089057,8,UPS,0.002949195,9,HCA
5/15/2013 0:00,0.050462002,0.050462002,0.010526334,3,FE,0.011402046,6,SWKS,0.045977078,3,BSX
5/16/2013 0:00,0.126355513,0.126355513,0,2,VLTO,0.027740888,5,PANW,0.005327861,5,MAA
5/17/2013 0:00,0.088945988,0.088945988,0.062663251,10,AMD,0.009791186,10,LDOS,0.040141382,10,VLO
5/20/2013 0:00,0.098239294,0.098239294,-0.004618897,1,AES,-0.003700519,3,LIN,0.034194326,10,APA
5/21/2013 0:00,0.049308461,0.049308461,0.00377806,10,PH,0.005908986,7,MCD,-0.002072488,1,ARE
5/22/2013 0:00,0.053109398,0.053109398,0.012450811,6,HD,-0.004555088,2,PM,-0.004928399,2,HRL
5/23/2013 0:00,0.170984457,0.170984457,0,10,MRNA,0.020648947,10,BLDR,-0.006298047,6,K
5/24/2013 0:00,0.048217163,0.048217163,0.00529805,10,EA,0.005181246,5,PANW,0.008510671,10,BMY
5/28/2013 0:00,0.136485277,0.136485277,0.136485277,9,TSLA,0.011123839,10,COF,0.136485277,9,TSLA
5/29/2013 0:00,0.032761287,0.032761287,0,2,VLTO,0,7,KVUE,0.032524125,5,CME
5/30/2013 0:00,0.098460626,0.098460626,-0.010788152,1,LULU,-0.000418453,9,BIIB,0.002777775,7,IPG
5/31/2013 0:00,0.023248686,0.023248686,0,2,VLTO,0.009306312,6,SWKS,0.023248686,7,EW
6/3/2013 0:00,0.039538676,0.039538676,0.008727797,3,NEE,0.010385782,10,BLDR,0.038674087,10,CPRT
6/4/2013 0:00,0.104521933,0.104521933,0,8,PYPL,-0.00685683,2,MO,-0.006729238,4,CE
6/5/2013 0:00,0.06613005,0.06613005,0.00832179,8,DXCM,0,7,KVUE,-0.018592912,2,HRL
6/6/2013 0:00,0.09811008,0.09811008,0.020475894,10,FTNT,-0.002354013,8,UPS,0.046627011,10,PHM
6/7/2013 0:00,0.074013647,0.074013647,0.021431797,10,DXCM,0,7,KVUE,0.048176792,9,TSLA
6/10/2013 0:00,0.062346984,0.062346984,0.062346984,10,FSLR,-0.010267837,6,SWKS,0.006018681,9,TFC
6/11/2013 0:00,0.026216479,0.026216479,-0.013073431,6,ES,-0.037437976,6,SWKS,0.019385742,5,RMD
6/12/2013 0:00,0.168352594,0.168352594,0.005381541,6,INCY,-0.00684761,10,LOW,0.002856539,9,CINF
6/13/2013 0:00,0.079416494,0.079416494,0.079416494,10,ENPH,0.079416494,10,ENPH,0.029649646,8,RCL
6/14/2013 0:00,0.051582661,0.051582661,-0.010323083,1,LULU,-0.021491583,10,COF,0,5,KEYS
6/17/2013 0:00,0.07121829,0.07121829,-0.005433971,4,CPT,0.002819241,4,BG,0.026845611,10,PHM
6/18/2013 0:00,0.050437329,0.050437329,0.024115611,10,EQT,0.03134329,10,ENPH,0.024305552,6,MOH
6/19/2013 0:00,0.055811765,0.055811765,0,2,VLTO,-0.004482312,6,SWKS,0.055811765,8,ADBE
6/20/2013 0:00,0.031489014,0.031489014,0,2,VLTO,-0.020706581,9,BIIB,-0.024925398,8,MKTX
6/21/2013 0:00,0.101071949,0.101071949,0.101071949,10,ENPH,0.101071949,10,ENPH,0.071205251,10,PODD
6/24/2013 0:00,0.042045441,0.042045441,-0.002738934,9,FE,-0.001639234,8,UPS,0,6,VLTO
6/25/2013 0:00,0.078303019,0.078303019,0.008188363,5,TJX,0.025563921,10,ENPH,0.025965159,10,WDC
6/26/2013 0:00,0.065184383,0.065184383,0.017595291,10,ENPH,-0.001507406,9,DVN,0.032442374,10,APTV
6/27/2013 0:00,0.090778114,0.090778114,0.021959479,8,BLDR,0.090778114,10,ENPH,0.038044988,10,LEN
6/28/2013 0:00,0.080837306,0.080837306,0.024647064,7,PCG,-0.01321481,2,PM,0.009539447,9,ALGN
7/1/2013 0:00,0.091467997,0.091467997,0.062485235,10,NFLX,0.006591116,8,UPS,-0.012237325,7,VTR
7/2/2013 0:00,0.047982506,0.047982506,0.014667823,10,EA,0,7,KVUE,0.002183784,1,PNW
7/3/2013 0:00,0.043286433,0.043286433,0.036908888,10,FTNT,0,7,KVUE,0.006288444,8,TYL
7/5/2013 0:00,0.053127099,0.053127099,0.021635304,6,WST,0.025095781,6,CME,0.000744757,8,MOS
7/8/2013 0:00,0.068000031,0.068000031,0.068000031,10,ENPH,0.068000031,10,ENPH,0.01265721,9,TSLA
7/9/2013 0:00,0.075519504,0.075519504,0.06126129,10,NFLX,0.005654531,9,ITW,0.054817265,10,PHM
7/10/2013 0:00,0.05752895,0.05752895,0.00416229,7,ZBH,0,7,KVUE,-0.001035042,8,EQR
7/11/2013 0:00,0.118090399,0.118090399,0.09446253,8,BLDR,0.09446253,10,BLDR,0.023292902,10,IVZ
7/12/2013 0:00,0.073143201,0.073143201,0.036481748,9,VRTX,-0.036662448,10,ENPH,0.034153363,9,TSLA
7/15/2013 0:00,0.06036746,0.06036746,0.06036746,10,ENPH,0.06036746,10,ENPH,0,3,CFG
7/16/2013 0:00,0.044342961,0.044342961,0.001922117,4,CPT,0.005849321,8,UPS,0,1,GEHC
7/17/2013 0:00,0.105727725,0.105727725,-0.035607033,6,INCY,0.029595024,10,BLDR,0.011692115,5,FMC
7/18/2013 0:00,0.06522723,0.06522723,0.042330275,10,CTRA,0.002060775,3,LIN,0.022946609,9,LVS
7/19/2013 0:00,0.085520906,0.085520906,0.085520906,10,CMG,0.008115598,9,ITW,0.04409662,10,AMGN
7/22/2013 0:00,0.057859875,0.057859875,0.024447013,10,ALGN,0.001674379,6,SWKS,0.002299274,9,EBAY
7/23/2013 0:00,0.048434433,0.048434433,0,2,VLTO,0.00739364,3,ICE,-0.002930052,4,FI
7/24/2013 0:00,0.105734084,0.105734084,-0.004179691,1,XYL,-0.04913291,10,NEM,-0.000995844,10,GOOG
7/25/2013 0:00,0.296114686,0.296114686,0.005986102,7,CB,0.04843749,10,ENPH,0.009229208,6,PFG
7/26/2013 0:00,0.076133234,0.076133234,-0.002805441,1,PEP,0.003585122,4,MMC,0.000702196,3,WRB
7/29/2013 0:00,0.117679509,0.117679509,0.003875044,1,EG,-0.002362726,2,PM,-0.032567259,8,BIIB
7/30/2013 0:00,0.078364551,0.078364551,0.003473727,6,INCY,0.007203393,6,SWKS,0.00562501,1,JKHY
7/31/2013 0:00,0.09568788,0.09568788,0.05354489,10,FTNT,0.006339138,10,ENPH,0.015529402,8,ICE
8/1/2013 0:00,0.125290773,0.125290773,0.031903186,8,MRO,0.016949136,10,BLDR,0.018979056,7,NFLX
8/2/2013 0:00,0.071747459,0.071747459,0.039101829,6,INCY,0.003051215,5,PANW,0.010192808,10,AEE
8/5/2013 0:00,0.050955364,0.050955364,0.003453843,8,FLT,0.001625315,6,SWKS,0.003235614,9,EBAY
8/6/2013 0:00,0.06349833,0.06349833,-0.001019164,6,WST,-0.005043763,2,PM,-0.003042987,3,FFIV
8/7/2013 0:00,0.122549022,0.122549022,0.122549022,10,LYV,0,7,KVUE,0.000816799,2,SWK
8/8/2013 0:00,0.212920855,0.212920855,0.212920855,8,DXCM,0.015437419,10,BLDR,0.019325511,5,NRG
8/9/2013 0:00,0.060565316,0.060565316,-0.013368312,6,HD,-0.018581103,10,BLDR,0.005139664,2,AMZN
8/12/2013 0:00,0.065897794,0.065897794,0.065897794,10,ENPH,0.065897794,10,ENPH,-0.002785964,9,VTR
8/13/2013 0:00,0.082429526,0.082429526,-0.041409917,6,FSLR,-0.033182438,2,MAS,0.006211204,10,HII
8/14/2013 0:00,0.093846174,0.093846174,0.093846174,10,ENPH,0.000483515,1,FRT,0,2,ALLE
8/15/2013 0:00,0.056937572,0.056937572,0,2,VLTO,0,7,KVUE,0.040075162,2,NEM
8/16/2013 0:00,0.041836718,0.041836718,-0.005582732,5,WFC,0.00368702,6,SWKS,0.016211798,10,RMD
8/19/2013 0:00,0.030874765,0.030874765,-0.011409996,9,FE,-0.011934667,3,CINF,-0.003566481,1,JKHY
8/20/2013 0:00,0.132443858,0.132443858,0.01750377,10,DXCM,0.046296295,10,BLDR,0.033752638,1,ROST
8/21/2013 0:00,0.334814849,0.334814849,0.00950472,10,FTNT,0.021238917,10,BLDR,-0.004486159,3,ALL
8/22/2013 0:00,0.063531392,0.063531392,0.032608687,10,FCX,0.032928953,10,BLDR,0.002509549,5,CLX
8/23/2013 0:00,0.076944332,0.076944332,0.055975776,10,ENPH,0.055975776,10,ENPH,0.030171864,9,TSLA
8/26/2013 0:00,0.077178046,0.077178046,-0.0070156,8,MDT,-0.011245157,2,PM,0.015663241,7,NFLX
8/27/2013 0:00,0.031331646,0.031331646,-0.017367063,6,HD,0,7,KVUE,-0.010753935,10,PXD
8/28/2013 0:00,0.049901336,0.049901336,0.024150624,10,EQT,0.03764321,6,SWKS,-0.003556628,8,EBAY
8/29/2013 0:00,0.069058339,0.069058339,0.002916249,10,AXP,0.000817372,8,UPS,-0.011695895,8,AMD
8/30/2013 0:00,0.125544086,0.125544086,-0.005061876,1,MGM,0.002916511,9,ZBH,-0.007541912,3,VLO
9/3/2013 0:00,0.069497736,0.069497736,0.050874431,10,ENPH,0.050874431,10,ENPH,0.006482448,8,DGX
9/4/2013 0:00,0.065295553,0.065295553,0.055975776,10,ENPH,-0.010750335,5,PANW,0.014330143,9,LVS
9/5/2013 0:00,0.060209387,0.060209387,0.014058651,7,HAL,0.018624658,10,ENPH,0.018624658,9,ENPH
9/6/2013 0:00,0.048936176,0.048936176,0.000734458,7,PCG,-0.003584226,10,BLDR,0.016939388,9,EBAY
9/9/2013 0:00,0.094017139,0.094017139,0.072046109,10,ENPH,0.072046109,10,ENPH,0.00157787,7,GEN
9/10/2013 0:00,0.073154963,0.073154963,0.048780441,10,AMD,0.047042998,10,ENPH,-0.016975296,8,LULU
9/11/2013 0:00,0.03732538,0.03732538,-0.014985059,1,LULU,-0.028484618,6,SWKS,0.026957643,9,ENPH
9/12/2013 0:00,0.050049279,0.050049279,-0.014999986,10,ENPH,0.014134263,10,BLDR,-0.003328371,4,CAT
9/13/2013 0:00,0.173422469,0.173422469,0.021333313,10,AMD,0,7,KVUE,0.022842678,9,ENPH
9/16/2013 0:00,0.107791039,0.107791039,0,10,MRNA,0.009925548,10,ENPH,0.03354465,9,MOH
9/17/2013 0:00,0.060221159,0.060221159,0.024284569,9,VRTX,0.028419155,10,BLDR,0.018768985,10,PODD
9/18/2013 0:00,0.092231045,0.092231045,0.069172888,10,DHI,0.063903262,10,BLDR,0.024842582,10,WY
9/19/2013 0:00,0.070388619,0.070388619,0.019499206,1,ODFL,0,7,KVUE,-0.009383215,10,PXD
9/20/2013 0:00,0.05180715,0.05180715,-0.015048435,1,VZ,-0.001560632,6,SWKS,-0.003413004,2,HRL
9/23/2013 0:00,0.04969943,0.04969943,0.009716002,1,AES,0.010551014,6,SWKS,0.001920523,7,SPG
9/24/2013 0:00,0.09130713,0.09130713,-0.005565919,7,CMS,-0.002187436,8,MNST,0.004244216,4,PPL
9/25/2013 0:00,0.049521525,0.049521525,-0.008553854,9,FE,-0.027100301,6,SWKS,-0.020081561,8,ABT
9/26/2013 0:00,0.062227111,0.062227111,0.017928763,10,EQT,0.011844361,10,BLDR,0.018354628,9,TSLA
9/27/2013 0:00,0.04691503,0.04691503,-0.007223676,8,SO,-0.009596152,6,SWKS,-0.001902314,10,ELV
9/30/2013 0:00,0.15006866,0.15006866,-0.001416714,5,TJX,0,7,KVUE,0.007371042,9,STZ
10/1/2013 0:00,0.071236523,0.071236523,0.022130294,10,REG,0.024630519,10,ENPH,0.003782573,4,META
10/2/2013 0:00,0.1142012,0.1142012,0.008123456,1,LULU,0,7,KVUE,0.050876697,2,ADSK
10/3/2013 0:00,0.032440839,0.032440839,-0.007490665,1,AES,-0.002392285,10,ENPH,0.00938217,10,GPN
10/4/2013 0:00,0.070743422,0.070743422,0.017170201,8,ABBV,0.070743422,10,ENPH,0.070743422,9,ENPH
10/7/2013 0:00,0.045871305,0.045871305,-0.007033474,1,PEP,0,7,KVUE,-0.010252944,4,GLW
10/8/2013 0:00,0.043129322,0.043129322,-0.007343954,7,HAL,-0.012218133,8,UPS,-0.008535376,6,JKHY
10/9/2013 0:00,0.089156599,0.089156599,-0.002055045,7,HAL,-0.003783069,10,CCL,-0.010622278,10,PXD
10/10/2013 0:00,0.075565411,0.075565411,0.074803111,10,ENPH,0.021934225,10,AAL,0.02474097,10,MKC
10/11/2013 0:00,0.096283731,0.096283731,0.061050064,10,ENPH,0.061050064,10,ENPH,0,9,MRNA
10/14/2013 0:00,0.078145222,0.078145222,0.078145222,10,NFLX,0.00638722,6,SWKS,0.039340115,9,VRTX
10/15/2013 0:00,0.046342592,0.046342592,-0.01942858,10,ENPH,-0.000885368,8,UPS,-0.000885368,7,UPS
10/16/2013 0:00,0.066195198,0.066195198,0.051626837,6,INCY,0.006514652,10,BLDR,0.015596849,10,LEN
10/17/2013 0:00,0.060387823,0.060387823,-0.039985114,8,EBAY,0.011326889,10,BLDR,0.011482733,4,HSIC
10/18/2013 0:00,0.26235574,0.26235574,0.008921579,10,KLAC,0.014400024,10,BLDR,-0.003063679,7,CPRT
10/21/2013 0:00,0.078246943,0.078246943,0.024504376,10,AAPL,0.016184922,5,PANW,0.064437775,7,NFLX
10/22/2013 0:00,0.116209827,0.116209827,0.010638288,7,CDW,0.015974425,10,BLDR,0.039925019,9,VRTX
10/23/2013 0:00,0.14136808,0.14136808,-0.010156333,9,FE,0,10,BLDR,0,1,GEHC
10/24/2013 0:00,0.13357229,0.13357229,-0.002227888,10,ED,0.026729571,10,BLDR,0.052583512,9,TSLA
10/25/2013 0:00,0.170351603,0.170351603,0.017568346,10,PH,0.013330631,10,EIX,0.093856295,10,AMZN
10/28/2013 0:00,0.066639327,0.066639327,0.002795245,1,AES,0.015926201,6,SWKS,0.015890282,8,MOS
10/29/2013 0:00,0.124438245,0.124438245,0.021783571,5,TJX,0.006372246,7,AVGO,0.003364962,8,CPRT
10/30/2013 0:00,0.147509546,0.147509546,-0.050442895,6,INCY,0,7,KVUE,0,1,GEHC
10/31/2013 0:00,0.180344321,0.180344321,0.034888639,6,WST,0.004587106,2,MO,0.010830289,8,CMCSA
11/1/2013 0:00,0.175511782,0.175511782,0.175511782,9,FSLR,-0.000203549,8,UPS,0,9,MRNA
11/4/2013 0:00,0.080347874,0.080347874,0.042049893,10,ENPH,0.042049893,10,ENPH,0.027715346,9,DAL
11/5/2013 0:00,0.089072159,0.089072159,0.040353112,10,ENPH,0.040353112,10,ENPH,-0.005028665,8,MTCH
11/6/2013 0:00,0.054500857,0.054500857,-0.003850274,6,WST,0.014335562,6,SWKS,0,6,VLTO
11/7/2013 0:00,0.219897203,0.219897203,0.219897203,10,DXCM,-0.00997534,10,FFIV,-0.03435639,8,RCL
11/8/2013 0:00,0.069415822,0.069415822,0.069415822,10,NVDA,0.020833376,10,ENPH,0.020833376,6,ENPH
11/11/2013 0:00,0.049786977,0.049786977,0.040816287,10,ENPH,0.040816287,10,ENPH,0.011353347,8,CRM
11/12/2013 0:00,0.04706536,0.04706536,0,10,MRNA,-0.002379366,1,FRT,0.002116655,7,EXPD
11/13/2013 0:00,0.075941681,0.075941681,0.029069739,10,AMD,0.017605664,6,SWKS,0.069439138,10,PXD
11/14/2013 0:00,0.077126715,0.077126715,-0.003621364,3,CNC,0.032485879,10,BLDR,-0.005893168,10,GE
11/15/2013 0:00,0.08686182,0.08686182,0.009035629,10,ED,0,7,KVUE,0.020577756,3,CBOE
11/18/2013 0:00,0.032258152,0.032258152,-0.001976034,1,PEP,0,7,KVUE,-0.006775737,6,WELL
11/19/2013 0:00,0.049841102,0.049841102,-0.007283648,7,MTCH,0,7,KVUE,0.048951012,9,HOLX
11/20/2013 0:00,0.044244923,0.044244923,0.044244923,9,VRTX,-0.003670428,2,SPGI,-0.004183503,3,SYK
11/21/2013 0:00,0.070964195,0.070964195,0.039705878,10,ENPH,0.039705878,10,ENPH,0.018650987,7,TSCO
11/22/2013 0:00,0.131482008,0.131482008,0.023600118,4,ROK,-0.002258166,6,SWKS,-0.005896847,9,TSLA
11/25/2013 0:00,0.088609803,0.088609803,-0.001072918,10,ED,0.007921504,6,SWKS,0.009718237,9,INTU
11/26/2013 0:00,0.073535861,0.073535861,0.012765911,10,ENPH,-0.00323273,2,MO,-0.013132194,7,FCX
11/27/2013 0:00,0.090474286,0.090474286,0.013133151,1,LULU,0.000233934,2,PM,0.00204079,6,FTNT
11/29/2013 0:00,0.025054642,0.025054642,0.00691081,1,AES,0.000467847,2,PM,0.003684164,5,JCI
12/2/2013 0:00,0.056441938,0.056441938,0.003625741,4,CPT,-0.00549452,2,PM,0.007554592,2,FLT
12/3/2013 0:00,0.165337844,0.165337844,0,4,ANET,-0.005560899,3,CINF,0.018471693,10,PXD
12/4/2013 0:00,0.106821049,0.106821049,-0.000307357,3,FE,-0.004528386,1,FRT,0,5,WRK
12/5/2013 0:00,0.069438206,0.069438206,0.019607892,10,AMD,0.01882014,6,SWKS,-0.017650851,2,HRL
12/6/2013 0:00,0.058543528,0.058543528,0.016441914,10,AXP,0.038307179,5,PANW,0.030487806,6,MPWR
12/9/2013 0:00,0.096473256,0.096473256,0.023345439,10,EQT,0.001508258,10,BLDR,-0.009444057,1,INCY
12/10/2013 0:00,0.04633633,0.04633633,0.024793364,10,AMD,0,7,KVUE,0.020890141,3,NFLX
12/11/2013 0:00,0.044614174,0.044614174,-0.012943454,1,MGM,-0.008685838,10,CCL,0,1,GEHC
12/12/2013 0:00,0.05599707,0.05599707,0.000495306,7,KIM,0,10,CZR,-0.011840654,2,CSGP
12/13/2013 0:00,0.165644165,0.165644165,0.165644165,10,ENPH,0.165644165,10,ENPH,0.165644165,6,ENPH
12/16/2013 0:00,0.097480762,0.097480762,0.007571296,10,FCX,0.020467816,10,AES,-0.008305627,4,CTRA
12/17/2013 0:00,0.069061936,0.069061936,0.037769791,10,ENPH,0.037769791,10,ENPH,0.023368136,7,NFLX
12/18/2013 0:00,0.063458528,0.063458528,-0.000547823,10,CE,0.036337209,10,BLDR,0.012217215,5,RCL
12/19/2013 0:00,0.139790366,0.139790366,0.139790366,10,MTCH,0.031034452,10,ENPH,-0.017552511,7,RHI
12/20/2013 0:00,0.144918676,0.144918676,0.003252885,8,WMB,0.013215844,5,BXP,0.019832922,8,BAX
12/23/2013 0:00,0.063809008,0.063809008,0.0293,10,FTNT,0.034632071,10,BLDR,0.008405802,7,CPRT
12/24/2013 0:00,0.05475446,0.05475446,0.039215648,10,ENPH,0.039215648,10,ENPH,0.004701206,1,AIZ
12/26/2013 0:00,0.027012773,0.027012773,-0.020119668,8,EBAY,-0.01082543,10,BLDR,0,9,MRNA
12/27/2013 0:00,0.028469723,0.028469723,-0.002538513,7,HAL,0,10,CZR,0.005235497,5,NI
12/30/2013 0:00,0.088586029,0.088586029,0.088586029,10,ENPH,0.088586029,10,ENPH,0.001279811,1,AKAM
12/31/2013 0:00,0.036497213,0.036497213,0.012169313,10,FTNT,-0.007824682,10,ENPH,-0.007824682,9,ENPH
1/2/2014 0:00,0.069400638,0.069400638,0.069400638,10,ENPH,0.069400638,10,ENPH,-0.005935262,5,KMB
1/3/2014 0:00,0.058839153,0.058839153,0.020648947,10,ENPH,0,7,KVUE,-0.000528065,7,VTR
1/6/2014 0:00,0.048387084,0.048387084,-0.027788234,8,EBAY,0.006963781,5,PANW,-0.003973493,10,BMY
1/7/2014 0:00,0.071022728,0.071022728,0.071022728,10,ENPH,0.071022728,10,ENPH,0.071022728,9,ENPH
1/8/2014 0:00,0.126964203,0.126964203,-0.009457162,8,EBAY,0.004677911,6,SWKS,0.024500553,6,ZBH
1/9/2014 0:00,0.067771788,0.067771788,0.046896573,10,ENPH,0.016194381,10,BLDR,0,1,INVH
1/10/2014 0:00,0.086276463,0.086276463,0.011189952,10,DXCM,0.026350435,10,ENPH,0.00102321,7,EW
1/13/2014 0:00,0.075615918,0.075615918,0.033376153,10,ENPH,-0.016050841,10,TMUS,0,1,INVH
1/14/2014 0:00,0.157384802,0.157384802,0.044847672,3,PXD,0.03153742,10,BLDR,0.157384802,3,TSLA
1/15/2014 0:00,0.082607609,0.082607609,-0.005963607,9,FE,0.049555318,10,ENPH,0.038428151,9,CRM
1/16/2014 0:00,0.103476669,0.103476669,0.015106592,10,DXCM,-0.005541862,8,UPS,0.014354092,10,CTRA
1/17/2014 0:00,0.118848624,0.118848624,-0.008490904,4,NUE,0.066736541,6,SWKS,0.03634088,9,AXP
1/21/2014 0:00,0.066403551,0.066403551,-0.025697716,10,FCX,0.005813986,3,LIN,0.039233089,9,TSLA
1/22/2014 0:00,0.07245545,0.07245545,0,2,VLTO,0.048469401,10,BLDR,0.048469401,8,BLDR
1/23/2014 0:00,0.164773976,0.164773976,-0.019350427,1,AES,-0.005064889,6,SWKS,0.024330876,10,BLDR
1/24/2014 0:00,0.065743909,0.065743909,0,5,LW,-0.041221362,2,NTAP,-0.040444548,8,CE
1/27/2014 0:00,0.059417464,0.059417464,0.026426139,10,EA,0,7,KVUE,0.000977376,4,FMC
1/28/2014 0:00,0.098376285,0.098376285,0.066993669,10,NFLX,0.023959655,10,BLDR,0.032466766,10,STZ
1/29/2014 0:00,0.041343188,0.041343188,-0.009609201,9,NVDA,0.002995013,6,SWKS,0.031914909,9,AAL
1/30/2014 0:00,0.141042466,0.141042466,0.030054615,10,ENPH,0.030054615,10,ENPH,0.043428591,9,TSLA
1/31/2014 0:00,0.117418478,0.117418478,0.009461935,10,ED,-0.018544257,2,NTAP,-0.041373979,1,HAS
2/3/2014 0:00,0.052303872,0.052303872,-0.035780757,8,NUE,-0.029268288,5,PANW,-0.044494182,4,AON
